datetime,load,temperature
2024-01-30 03:00,2230.0,33.1
2024-01-30 04:00,2280.5,32.8
2024-01-30 05:00,2420.8,33.5
2024-01-30 06:00,2570.2,34.1
2024-01-30 07:00,2720.5,35.5
2024-01-30 08:00,2870.3,36.8
2024-01-30 09:00,2970.7,38.1
2024-01-30 10:00,3070.4,38.8
2024-01-30 11:00,3120.8,39.5
2024-01-30 12:00,3170.2,40.1
2024-01-30 13:00,3150.5,40.5
2024-01-30 14:00,3130.3,40.8
2024-01-30 15:00,3110.1,40.5
2024-01-30 16:00,3090.7,40.1
2024-01-30 17:00,3170.5,39.5
2024-01-30 18:00,3270.8,38.8
2024-01-30 19:00,3370.2,38.1
2024-01-30 20:00,3320.4,37.5
2024-01-30 21:00,3220.6,36.8
2024-01-30 22:00,3070.3,36.1
2024-01-30 23:00,2770.1,35.5
2024-01-31 00:00,2420.5,34.8
2024-01-31 01:00,2350.3,34.5
2024-01-31 02:00,2290.1,34.1
2024-01-31 03:00,2260.0,33.8
2024-01-31 04:00,2310.5,33.5
2024-01-31 05:00,2450.8,34.1
2024-01-31 06:00,2600.2,34.8
2024-01-31 07:00,2750.5,36.1
2024-01-31 08:00,2900.3,37.5
2024-01-31 09:00,3000.7,38.8
2024-01-31 10:00,3100.4,39.5
2024-01-31 11:00,3150.8,40.1
2024-01-31 12:00,3200.2,40.8
2024-01-31 13:00,3180.5,41.1
2024-01-31 14:00,3160.3,41.5
2024-01-31 15:00,3140.1,41.1
2024-01-31 16:00,3120.7,40.8
2024-01-31 17:00,3200.5,40.1
2024-01-31 18:00,3300.8,39.5
2024-01-31 19:00,3400.2,38.8
2024-01-31 20:00,3350.4,38.1
2024-01-31 21:00,3250.6,37.5
2024-01-31 22:00,3100.3,36.8
2024-01-31 23:00,2800.1,36.1
2024-02-01 00:00,2450.5,35.5
2024-02-01 01:00,2380.3,35.1
2024-02-01 02:00,2320.1,34.8
2024-02-01 03:00,2290.0,34.5
2024-02-01 04:00,2340.5,34.1
2024-02-01 05:00,2480.8,34.8
2024-02-01 06:00,2630.2,35.5
2024-02-01 07:00,2780.5,36.8
2024-02-01 08:00,2930.3,38.1
2024-02-01 09:00,3030.7,39.5
2024-02-01 10:00,3130.4,40.1
2024-02-01 11:00,3180.8,40.8
2024-02-01 12:00,3230.2,41.5
2024-02-01 13:00,3210.5,41.8
2024-02-01 14:00,3190.3,42.1
2024-02-01 15:00,3170.1,41.8
2024-02-01 16:00,3150.7,41.5
2024-02-01 17:00,3230.5,40.8
2024-02-01 18:00,3330.8,40.1
2024-02-01 19:00,3430.2,39.5
2024-02-01 20:00,3380.4,38.8
2024-02-01 21:00,3280.6,38.1
2024-02-01 22:00,3130.3,37.5
2024-02-01 23:00,2830.1,36.8


